ℝ̂ 	RRhat
+ℂ̅  	+cc
-ℂ̅ 	-cc
prcpal 	prcpal
Arg 	Arg
·ℂ̅  	.cc
-1ℂ̅ 	invc
FinSum  	FinSum
ℝ-Vec 	RRVec
τ 	_tau
τ 	_tauOLD
TotBnd 	TotBnd
Bnd 	Bnd
Ismty  	Ismty
ℝn 	Rn
RngHom  	RngHom
RngIso  	RngIso
≃𝑟  	~=R
CRingOps 	CRingOps
Idl 	Idl
PrIdl 	PrIdl
MaxIdl 	MaxIdl
PrRing 	PrRing
Dmn 	Dmn
IdlGen  	IdlGen
Prt  	Prt
LSAtoms 	LSAtoms
LSHyp 	LSHyp
⋖L  	<oL
LFnl 	LFnl
LKer 	LKer
LDual 	LDual
OP 	OP
cm 	cm
OL 	OL
OML 	OML
⋖  	<o
Atoms 	Atoms
AtLat 	AtLat
CvLat 	CvLat
HL 	HL
LLines 	LLines
LPlanes 	LPlanes
LVols 	LVols
Lines 	Lines
Points 	Points
PSubSp 	PSubSp
pmap 	pmap
+𝑃 	+P
PCl 	PCl
⊥𝑃 	_|_P
PSubCl 	PSubCl
LHyp 	LHyp
LAut 	LAut
WAtoms 	WAtoms
PAut 	PAut
LDil 	LDil
LTrn 	LTrn
Dil 	Dil
Trn 	Trn
trL 	trL
TGrp 	TGrp
TEndo 	TEndo
EDRing 	EDRing
EDRingR 	EDRingR
DVecA 	DVecA
DIsoA 	DIsoA
DVecH 	DVecH
ocA 	ocA
vA 	vA
DIsoB 	DIsoB
DIsoC 	DIsoC
DIsoH 	DIsoH
ocH 	ocH
joinH 	joinH
LPol 	LPol
LCDual 	LCDual
mapd 	mapd
HVMap 	HVMap
HDMap1 	HDMap1
HDMap 	HDMap
HGMap 	HGMap
HLHil 	HLHil
NoeACS 	NoeACS
mzPolyCld 	mzPolyCld
mzPoly 	mzPoly
Dioph 	Dioph
Pell1QR 	Pell1QR
Pell14QR 	Pell14QR
Pell1234QR 	Pell1234QR
PellFund 	PellFund
PellFund 	PellFundOLD
◻NN 	[]NN
Xrm  	rmX
Yrm  	rmY
LFinGen 	LFinGen
LNoeM 	LNoeM
LNoeR 	LNoeR
ldgIdlSeq 	ldgIdlSeq
Monic  	Monic
Poly<  	Poly<
degAA 	degAA
degAA 	degAAOLD
minPolyAA 	minPolyAA
ℤ 	_ZZ
IntgOver 	IntgOver
MEndo 	MEndo
SubDRing 	SubDRing
CytP 	CytP
TopSep 	TopSep
TopLnd 	TopLnd
r* 	r*
hereditary  	hereditary
C𝑐 	_Cc
+𝑟 	+r
-𝑟 	-r
.𝑣 	.v
PtDf 	PtDf
RR3 	RR3
line3 	line3
(    	(.
   ) 	).
   ▶    	->.
→  	->..
   ,    	,.
SAlg 	SAlg
SalOn 	SalOn
SalGen 	SalGen
Σ^ 	sum^
Meas 	Meas
OutMeas 	OutMeas
CaraGen 	CaraGen
jph 	jph
jps 	jps
jch 	jch
jth 	jth
jta 	jta
jet 	jet
jze 	jze
jps 	jsi
jrh 	jrh
jmu 	jmu
jla 	jla
defAt  	defAt
''' 	'''
(( 	((
))  	))
RePart 	RePart
Even  	Even
Odd  	Odd
GoldbachEven  	GoldbachEven
GoldbachOdd  	GoldbachOdd
GoldbachOddALTV  	GoldbachOddALTV
prefix  	prefix
.ef 	.ef
UHGraph  	UHGraph
USHGraph  	USHGraph
Vtx  	Vtx
GrOrder  	GrOrder
GrSize  	GrSize
FinUSGrph  	FinUSGrph
MgmHom  	MgmHom
SubMgm 	SubMgm
clLaw  	clLaw
assLaw  	assLaw
comLaw  	comLaw
intOp  	intOp
clIntOp  	clIntOp
assIntOp  	assIntOp
MgmALT 	MgmALT
CMgmALT 	CMgmALT
SGrpALT 	SGrpALT
CSGrpALT 	CSGrpALT
Rng 	Rng
RngHomo  	RngHomo
RngIsom  	RngIsom
RngCat 	RngCat
RngCatALTV 	RngCatALTV
RingCat 	RingCat
RingCatALTV 	RingCatALTV
DMatALT  	DMatALT
ScMatALT  	ScMatALT
linC  	linC
LinCo  	LinCo
linIndS  	linIndS
linDepS  	linDepS
/f  	/_f
Ο 	_O
#b 	#b
digit 	digit
≥  	>_
>  	>
sinh 	sinh
cosh 	cosh
tanh 	tanh
sec 	sec
csc 	csc
cot 	cot
_ 	_
. 	.
log_ 	log_
Reflexive 	Reflexive
Irreflexive 	Irreflexive
∀! 	A!
